OpenJPA 2,3,0 openjpa land;;;;;OpenJPA 2,4,1 openjpa land;;;;;diff;Diff (%)
org,apache,openjpa,kernel,QueryImpl,getResultPacker(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor);1;9087;;;org,apache,openjpa,persistence,QueryImpl,execute();1;9735905;;0;9726818;99,9066650712
org,apache,openjpa,kernel,FetchConfigurationImpl,getQueryCacheEnabled();1;395;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,toCQL();1;52148;;0;51753;99,2425404618
org,apache,openjpa,kernel,QueryImpl,isAccessPathDirty(org,apache,openjpa,kernel,Broker,org,apache,openjpa,meta,ClassMetaData[]);1;1186;;;org,apache,openjpa,kernel,DelegatingQuery,getQueryString();1;1581;;0;395;24,9841872233
org,apache,openjpa,jdbc,sql,DBDictionary,decorate(java,sql,Connection);1;790;;;org,apache,openjpa,kernel,QueryImpl,getResultPacker(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor);1;28839;;0;28049;97,2606539755
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,newLoggingPreparedStatement(java,sql,PreparedStatement,java,lang,String);1;4741;;;org,apache,openjpa,kernel,FetchConfigurationImpl,getQueryCacheEnabled();1;395;;0;-4346;-1100,253164557
org,apache,openjpa,jdbc,kernel,MixedLockManager,selectForUpdate(org,apache,openjpa,jdbc,sql,Select,int);1;0;;;org,apache,openjpa,kernel,QueryImpl,isAccessPathDirty(org,apache,openjpa,kernel,Broker,org,apache,openjpa,meta,ClassMetaData[]);1;2370;;0;2370;100
org,apache,openjpa,jdbc,sql,DBDictionary,getWhere(org,apache,openjpa,jdbc,sql,Select,boolean);1;2765;;;org,apache,openjpa,jdbc,sql,DBDictionary,decorate(java,sql,Connection);1;395;;0;-2370;-600
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,executeQuery(org,apache,openjpa,kernel,StoreQuery$Executor,org,apache,openjpa,meta,ClassMetaData,org,apache,openjpa,meta,ClassMetaData[],boolean,org,apache,openjpa,kernel,exps,ExpressionFactory[],org,apache,openjpa,kernel,exps,QueryExpressions[],java,lang,Object[],org,apache,openjpa,kernel,StoreQuery$Range);1;464593;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,newLoggingPreparedStatement(java,sql,PreparedStatement,java,lang,String);1;3951;;0;-460642;-11658,8711718552
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,setParameters(java,util,List);1;2765;;;org,apache,openjpa,jdbc,kernel,MixedLockManager,selectForUpdate(org,apache,openjpa,jdbc,sql,Select,int);1;395;;0;-2370;-600
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getSubclassFetchMode(org,apache,openjpa,jdbc,meta,ClassMapping);1;2370;;;org,apache,openjpa,jdbc,sql,DBDictionary,getWhere(org,apache,openjpa,jdbc,sql,Select,boolean);1;4741;;0;2371;50,0105462982
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,hasMultipleSelects();1;1975;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,executeQuery(org,apache,openjpa,kernel,StoreQuery$Executor,org,apache,openjpa,meta,ClassMetaData,org,apache,openjpa,meta,ClassMetaData[],boolean,org,apache,openjpa,kernel,exps,ExpressionFactory[],org,apache,openjpa,kernel,exps,QueryExpressions[],java,lang,Object[],org,apache,openjpa,kernel,StoreQuery$Range);1;694124;;0;692149;99,7154687059
org,apache,openjpa,lib,rop,AbstractResultList,getUserObject();1;395;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,setParameters(java,util,List);1;3160;;0;2765;87,5
org,apache,openjpa,jdbc,sql,SelectImpl,selectIdentifier(org,apache,openjpa,jdbc,schema,Column[]);1;77037;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,getSubclassFetchMode(org,apache,openjpa,jdbc,meta,ClassMapping);1;2765;;0;-74272;-2686,1482820977
org,apache,openjpa,persistence,meta,MetamodelImpl,find(java,lang,Class,java,util,Map,javax,persistence,metamodel,Type$PersistenceType,boolean);1;1581;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,hasMultipleSelects();1;2766;;0;1185;42,84164859
org,apache,openjpa,jdbc,sql,SelectImpl,toSelect(boolean,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;69926;;;org,apache,openjpa,lib,rop,AbstractResultList,getUserObject();1;395;;0;-69531;-17602,7848101266
org,apache,openjpa,jdbc,meta,FieldMapping,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;26865;;;org,apache,openjpa,jdbc,sql,SelectImpl,selectIdentifier(org,apache,openjpa,jdbc,schema,Column[]);1;107457;;0;80592;74,9993020464
org,apache,openjpa,kernel,FetchConfigurationImpl,setMaxFetchDepth(int);1;395;;;org,apache,openjpa,persistence,meta,MetamodelImpl,find(java,lang,Class,java,util,Map,javax,persistence,metamodel,Type$PersistenceType,boolean);1;1976;;0;1581;80,0101214575
org,apache,openjpa,jdbc,schema,DBCPDriverDataSource,isDBCPLoaded(java,lang,ClassLoader);1;790;;;org,apache,openjpa,jdbc,sql,SelectImpl,toSelect(boolean,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;97186;;0;96396;99,1871257177
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setEagerFetchMode(int);1;790;;;org,apache,openjpa,jdbc,meta,FieldMapping,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,kernel,OpenJPAStateManager,org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;55309;;0;54519;98,5716610317
org,apache,openjpa,kernel,ExpressionStoreQuery$DataStoreExecutor,executeQuery(org,apache,openjpa,kernel,StoreQuery,java,lang,Object[],org,apache,openjpa,kernel,StoreQuery$Range);1;470914;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setMaxFetchDepth(int);1;0;;0;-470914;#VALEUR !
org,apache,openjpa,jdbc,sql,DBDictionary,toSelect(org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,boolean,long,long,org,apache,openjpa,jdbc,sql,Select);1;12642;;;org,apache,openjpa,jdbc,schema,DBCPDriverDataSource,isDBCPLoaded(java,lang,ClassLoader);1;1185;;0;-11457;-966,835443038
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,setUserParameterPositions(java,util,List);1;395;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setEagerFetchMode(int);1;395;;0;0;0
org,apache,openjpa,kernel,QueryImpl,toResult(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor,org,apache,openjpa,lib,rop,ResultObjectProvider,org,apache,openjpa,kernel,StoreQuery$Range);1;7907954;;;org,apache,openjpa,kernel,ExpressionStoreQuery$DataStoreExecutor,executeQuery(org,apache,openjpa,kernel,StoreQuery,java,lang,Object[],org,apache,openjpa,kernel,StoreQuery$Range);1;702025;;0;-7205929;-1026,449058082
org,apache,openjpa,kernel,QueryStatistics$None,recordExecution(java,lang,Object);1;395;;;org,apache,openjpa,jdbc,sql,DBDictionary,toSelect(org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,boolean,long,long,org,apache,openjpa,jdbc,sql,Select);1;21334;;0;20939;98,1484953595
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,populateSelect(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState,org,apache,openjpa,jdbc,kernel,exps,ExpContext,boolean,int,long,long);1;296691;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,setUserParameterPositions(java,util,List);1;395;;0;-296296;-75011,6455696202
org,apache,openjpa,lib,jdbc,DecoratingDataSource,decorate(java,sql,Connection);1;16987;;;org,apache,openjpa,kernel,QueryImpl,toResult(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor,org,apache,openjpa,lib,rop,ResultObjectProvider,org,apache,openjpa,kernel,StoreQuery$Range);1;7429138;;0;7412151;99,7713462854
org,apache,openjpa,kernel,QueryImpl,execute(java,util,Map);1;8419559;;;org,apache,openjpa,kernel,QueryStatistics$None,recordExecution(java,lang,Object);1;0;;0;-8419559;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,setDistinct(boolean);1;395;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,populateSelect(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping,boolean,org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState,org,apache,openjpa,jdbc,kernel,exps,ExpContext,boolean,int,long,long);1;453136;;0;452741;99,9128297023
org,apache,openjpa,persistence,QueryImpl,setId(java,lang,String);1;395;;;org,apache,openjpa,lib,jdbc,DecoratingDataSource,decorate(java,sql,Connection);1;28049;;0;27654;98,5917501515
org,apache,openjpa,persistence,QueryImpl,getQueryString();1;2371;;;org,apache,openjpa,kernel,QueryImpl,execute(java,util,Map);1;8187657;;0;8185286;99,9710417767
org,apache,openjpa,jdbc,meta,FieldMapping,join(org,apache,openjpa,jdbc,sql,Select);1;395;;;org,apache,openjpa,jdbc,sql,SelectImpl,setDistinct(boolean);1;395;;0;0;0
org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,getShape(org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,org,apache,openjpa,kernel,ResultShape,javax,persistence,criteria,Selection);1;8297;;;org,apache,openjpa,persistence,QueryImpl,setId(java,lang,String);1;0;;0;-8297;#VALEUR !
org,apache,openjpa,jdbc,sql,SelectImpl,getTableAliases();1;790;;;org,apache,openjpa,persistence,QueryImpl,getQueryString();1;3556;;0;2766;77,7840269966
org,apache,openjpa,jdbc,sql,SelectImpl,select(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,Joins);1;18173;;;org,apache,openjpa,jdbc,meta,FieldMapping,join(org,apache,openjpa,jdbc,sql,Select);1;790;;0;-17383;-2200,3797468355
org,apache,openjpa,jdbc,meta,ClassMapping,getSubclassFetchMode();1;790;;;org,apache,openjpa,persistence,criteria,CriteriaExpressionBuilder,getShape(org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,org,apache,openjpa,kernel,ResultShape,javax,persistence,criteria,Selection);1;7112;;0;6322;88,8920134983
org,apache,openjpa,jdbc,sql,SelectImpl,getExcludedJoinedTableClassMeta();1;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,getTableAliases();1;1185;;0;1185;100
org,apache,openjpa,kernel,DelegatingQuery,execute(java,util,Map);1;8421139;;;org,apache,openjpa,jdbc,sql,SelectImpl,select(org,apache,openjpa,jdbc,schema,Column,org,apache,openjpa,jdbc,sql,Joins);1;37531;;0;-8383608;-22337,8220670912
org,apache,openjpa,jdbc,kernel,JDBCStoreManager$CancelPreparedStatement,executeQuery(boolean);1;330667;;;org,apache,openjpa,jdbc,meta,ClassMapping,getSubclassFetchMode();1;790;;0;-329877;-41756,582278481
org,apache,openjpa,kernel,DelegatingBroker,newQuery(java,lang,String,java,lang,Object);1;167901;;;org,apache,openjpa,jdbc,sql,SelectImpl,getExcludedJoinedTableClassMeta();1;0;;0;-167901;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,clearFetchGroups(boolean);1;5135;;;org,apache,openjpa,kernel,DelegatingQuery,execute(java,util,Map);1;8189633;;0;8184498;99,9372987776
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,clone(org,apache,openjpa,kernel,exps,Context[],org,apache,openjpa,kernel,exps,Context);1;9086;;;org,apache,openjpa,jdbc,kernel,JDBCStoreManager$CancelPreparedStatement,executeQuery(boolean);1;190025;;0;180939;95,2185238784
org,apache,openjpa,jdbc,sql,DBDictionary,getSelects(org,apache,openjpa,jdbc,sql,Select,boolean,boolean);1;24494;;;org,apache,openjpa,kernel,DelegatingBroker,newQuery(java,lang,String,java,lang,Object);1;178173;;0;153679;86,2526869952
org,apache,openjpa,kernel,QueryImpl,compilationFromCache();1;23704;;;org,apache,openjpa,kernel,FetchConfigurationImpl,clearFetchGroups(boolean);1;6321;;0;-17383;-275,0039550704
org,apache,openjpa,jdbc,sql,SelectImpl,setParent(org,apache,openjpa,jdbc,sql,Select,java,lang,String);1;0;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,clone(org,apache,openjpa,kernel,exps,Context[],org,apache,openjpa,kernel,exps,Context);1;11852;;0;11852;100
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getDelegate();1;395;;;org,apache,openjpa,jdbc,sql,DBDictionary,getSelects(org,apache,openjpa,jdbc,sql,Select,boolean,boolean);1;29630;;0;29235;98,6668916639
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,isLRS();1;1185;;;org,apache,openjpa,kernel,QueryImpl,compilationFromCache();1;26469;;0;25284;95,5230647172
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getAccessPathMetaDatas(org,apache,openjpa,kernel,StoreQuery);1;1185;;;org,apache,openjpa,jdbc,sql,SelectImpl,setParent(org,apache,openjpa,jdbc,sql,Select,java,lang,String);1;395;;0;-790;-200
org,apache,openjpa,jdbc,kernel,exps,EmptyExpression,initialize(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,java,util,Map);1;2765;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,getDelegate();1;395;;0;-2370;-600
org,apache,openjpa,kernel,QueryImpl,setQuery(java,lang,Object);1;5135;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,isLRS();1;1580;;0;-3555;-225
org,apache,openjpa,jdbc,schema,Table,getIdentifier();1;0;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getAccessPathMetaDatas(org,apache,openjpa,kernel,StoreQuery);1;1580;;0;1580;100
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,register(java,lang,String,org,apache,openjpa,kernel,Query,org,apache,openjpa,kernel,FetchConfiguration);1;53729;;;org,apache,openjpa,jdbc,kernel,exps,EmptyExpression,initialize(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,kernel,exps,ExpContext,java,util,Map);1;3556;;0;-50173;-1410,9392575928
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isInitialized();1;0;;;org,apache,openjpa,kernel,QueryImpl,setQuery(java,lang,Object);1;4741;;0;4741;100
org,apache,openjpa,lib,jdbc,DelegatingConnection,getDelegate();1;395;;;org,apache,openjpa,jdbc,schema,Table,getIdentifier();1;395;;0;0;0
org,apache,openjpa,kernel,exps,Context,setSchemas(java,util,Map);1;0;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,register(java,lang,String,org,apache,openjpa,kernel,Query,org,apache,openjpa,kernel,FetchConfiguration);1;72691;;0;72691;100
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,initialize(java,lang,Object);1;75457;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isInitialized();1;0;;0;-75457;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,addFetchGroups(java,util,Collection);1;9876;;;org,apache,openjpa,lib,jdbc,DelegatingConnection,getDelegate();1;395;;0;-9481;-2400,253164557
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection$LoggingPreparedStatement,wrapResult(java,sql,ResultSet,boolean);1;2766;;;org,apache,openjpa,kernel,exps,Context,setSchemas(java,util,Map);1;395;;0;-2371;-600,253164557
org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3131260;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,initialize(java,lang,Object);1;91259;;0;-3040001;-3331,1793905259
org,apache,openjpa,kernel,FetchConfigurationImpl,setFlushBeforeQueries(int);1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,addFetchGroups(java,util,Collection);1;10667;;0;10272;96,296990719
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,from(java,lang,Class);1;18568;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection$LoggingPreparedStatement,wrapResult(java,sql,ResultSet,boolean);1;1975;;0;-16593;-840,1518987342
org,apache,openjpa,jdbc,meta,strats,AbstractVersionStrategy,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;0;;;org,apache,openjpa,jdbc,sql,LogicalUnion$UnionSelect,execute(org,apache,openjpa,jdbc,kernel,JDBCStore,org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,int);1;3906372;;0;3906372;100
org,apache,openjpa,kernel,exps,Context,getParent();1;0;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setFlushBeforeQueries(int);1;395;;0;395;100
org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,evaluate(org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,sql,Select,java,lang,String,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState);1;82963;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,from(java,lang,Class);1;19358;;0;-63605;-328,5721665461
org,apache,openjpa,kernel,QueryImpl,execute(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor,java,lang,Object[]);1;8389534;;;org,apache,openjpa,jdbc,meta,strats,AbstractVersionStrategy,select(org,apache,openjpa,jdbc,sql,Select,org,apache,openjpa,jdbc,meta,ClassMapping);1;0;;0;-8389534;#VALEUR !
org,apache,openjpa,kernel,FetchConfigurationImpl,setFetchBatchSize(int);1;395;;;org,apache,openjpa,kernel,exps,Context,getParent();1;0;;0;-395;#VALEUR !
org,apache,openjpa,jdbc,meta,Discriminator,addClassConditions(org,apache,openjpa,jdbc,sql,Select,boolean,org,apache,openjpa,jdbc,sql,Joins);1;5136;;;org,apache,openjpa,jdbc,kernel,exps,SelectConstructor,evaluate(org,apache,openjpa,jdbc,kernel,exps,ExpContext,org,apache,openjpa,jdbc,sql,Select,java,lang,String,org,apache,openjpa,kernel,exps,QueryExpressions,org,apache,openjpa,jdbc,kernel,exps,QueryExpressionsState);1;113777;;0;108641;95,4859066419
org,apache,openjpa,jdbc,sql,LogicalUnion,select(org,apache,openjpa,jdbc,sql,Union$Selector);1;302222;;;org,apache,openjpa,kernel,QueryImpl,execute(org,apache,openjpa,kernel,StoreQuery,org,apache,openjpa,kernel,StoreQuery$Executor,java,lang,Object[]);1;8144595;;0;7842373;96,2892936972
org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setSubclassFetchMode(int);1;395;;;org,apache,openjpa,kernel,FetchConfigurationImpl,setFetchBatchSize(int);1;790;;0;395;50
org,apache,openjpa,persistence,QueryImpl,unlock();1;790;;;org,apache,openjpa,jdbc,meta,Discriminator,addClassConditions(org,apache,openjpa,jdbc,sql,Select,boolean,org,apache,openjpa,jdbc,sql,Joins);1;8296;;0;7506;90,4773384764
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getGroupRestriction();1;395;;;org,apache,openjpa,jdbc,sql,LogicalUnion,select(org,apache,openjpa,jdbc,sql,Union$Selector);1;468148;;0;467753;99,9156249733
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,access$600(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,java,sql,Statement);1;6716;;;org,apache,openjpa,jdbc,kernel,JDBCFetchConfigurationImpl,setSubclassFetchMode(int);1;395;;0;-6321;-1600,253164557
org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isUsingFieldStrategy();1;6716;;;org,apache,openjpa,persistence,QueryImpl,unlock();1;1185;;0;-5531;-466,7510548523
org,apache,openjpa,jdbc,sql,ResultSetResult,setStore(org,apache,openjpa,jdbc,kernel,JDBCStore);1;0;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,getGroupRestriction();1;0;;0;0;#VALEUR !
org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isDefaultProjection();1;12247;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,access$600(org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,java,sql,Statement);1;5531;;0;-6716;-121,4246971615
org,apache,openjpa,persistence,QueryImpl,pushQueryFetchPlan();1;790;;;org,apache,openjpa,jdbc,kernel,PreparedQueryImpl,isUsingFieldStrategy();1;7111;;0;6321;88,8904514133
org,apache,openjpa,jdbc,sql,DBDictionary,getForUpdateClause(org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,boolean,org,apache,openjpa,jdbc,sql,Select);1;1580;;;org,apache,openjpa,jdbc,sql,ResultSetResult,setStore(org,apache,openjpa,jdbc,kernel,JDBCStore);1;0;;0;-1580;#VALEUR !
org,apache,openjpa,kernel,DelegatingQuery,getOrderedParameterTypes();1;8692;;;org,apache,openjpa,persistence,criteria,CriteriaQueryImpl,isDefaultProjection();1;17382;;0;8690;49,9942469221
org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,free();1;109432;;;org,apache,openjpa,persistence,QueryImpl,pushQueryFetchPlan();1;791;;0;-108641;-13734,6396965866
org,apache,openjpa,kernel,QueryImpl,assertCandidateType();1;395;;;org,apache,openjpa,jdbc,sql,DBDictionary,getForUpdateClause(org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration,boolean,org,apache,openjpa,jdbc,sql,Select);1;1975;;0;1580;80
org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,clone(org,apache,openjpa,kernel,exps,Context,org,apache,openjpa,kernel,exps,Context);1;7506;;;org,apache,openjpa,kernel,DelegatingQuery,getOrderedParameterTypes();1;8296;;0;790;9,5226615236
org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,getMatchedExclusionPattern(java,lang,String);1;1185;;;org,apache,openjpa,jdbc,kernel,JDBCStoreManager$RefCountConnection,free();1;90470;;0;89285;98,6901735382
org,apache,openjpa,jdbc,sql,SQLFactoryImpl,newSelect();1;2370;;;org,apache,openjpa,kernel,QueryImpl,assertCandidateType();1;395;;0;-1975;-500
org,apache,openjpa,jdbc,sql,DBDictionary,getSelectOperation(org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;0;;;org,apache,openjpa,jdbc,kernel,JDBCStoreQuery,clone(org,apache,openjpa,kernel,exps,Context,org,apache,openjpa,kernel,exps,Context);1;10272;;0;10272;100
org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(org,apache,openjpa,jdbc,identifier,DBIdentifier);1;15802;;;org,apache,openjpa,jdbc,kernel,PreparedQueryCacheImpl,getMatchedExclusionPattern(java,lang,String);1;1580;;0;-14222;-900,1265822785
org,apache,openjpa,jdbc,sql,DBDictionary,toOperation(java,lang,String,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,long,long,java,lang,String);1;7901;;;org,apache,openjpa,jdbc,sql,SQLFactoryImpl,newSelect();1;1976;;0;-5925;-299,8481781377
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getOperation(org,apache,openjpa,kernel,StoreQuery);1;3555;;;org,apache,openjpa,jdbc,sql,DBDictionary,getSelectOperation(org,apache,openjpa,jdbc,kernel,JDBCFetchConfiguration);1;0;;0;-3555;#VALEUR !
org,apache,openjpa,lib,util,OrderedMap,keySet();1;395;;;org,apache,openjpa,jdbc,identifier,DBIdentifierUtilImpl,toDBName(org,apache,openjpa,jdbc,identifier,DBIdentifier);1;21333;;0;20938;98,1484085689
org,apache,openjpa,jdbc,sql,DBDictionary,setStatementQueryTimeout(java,sql,PreparedStatement,int);1;1975;;;org,apache,openjpa,jdbc,sql,DBDictionary,toOperation(java,lang,String,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,org,apache,openjpa,jdbc,sql,SQLBuffer,boolean,long,long,java,lang,String);1;13432;;0;11457;85,2963073258
org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,newUnboundVariable(java,lang,String,java,lang,Class);1;1580;;;org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getOperation(org,apache,openjpa,kernel,StoreQuery);1;3160;;0;1580;50
org,apache,openjpa,jdbc,sql,SelectImpl,getJoinSyntax();1;395;;;org,apache,openjpa,lib,util,OrderedMap,keySet();1;395;;0;0;0
org,apache,openjpa,kernel,ExpressionStoreQuery,populateFromCompilation(java,lang,Object);1;15013;;;org,apache,openjpa,jdbc,sql,DBDictionary,setStatementQueryTimeout(java,sql,PreparedStatement,int);1;1580;;0;-13433;-850,1898734177
org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,close();1;103506;;;org,apache,openjpa,jdbc,kernel,exps,JDBCExpressionFactory,newUnboundVariable(java,lang,String,java,lang,Class);1;1185;;0;-102321;-8634,6835443038
org,apache,openjpa,jdbc,sql,SQLBuffer,sqlEquals(java,lang,String);1;1185;;;org,apache,openjpa,jdbc,sql,SelectImpl,getJoinSyntax();1;396;;0;-789;-199,2424242424
org,apache,openjpa,jdbc,sql,SelectImpl,getGrouping();1;0;;;org,apache,openjpa,kernel,ExpressionStoreQuery,populateFromCompilation(java,lang,Object);1;16198;;0;16198;100
org,apache,openjpa,jdbc,sql,SelectImpl,getParent();1;0;;;org,apache,openjpa,lib,jdbc,LoggingConnectionDecorator$LoggingConnection,close();1;82963;;0;82963;100
org,apache,openjpa,kernel,ExpressionStoreQuery$AbstractExpressionExecutor,getResultClass(org,apache,openjpa,kernel,StoreQuery);1;395;;;org,apache,openjpa,jdbc,sql,SQLBuffer,sqlEquals(java,lang,String);1;1185;;0;790;66,6666666667
org,apache,openjpa,kernel,QueryImpl,invalidateCompilation();1;0;;;org,apache,openjpa,jdbc,sql,SelectImpl,getGrouping();1;0;;0;0;#VALEUR !
